Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1980","1980","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1981","1981","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1982","1982","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1983","1983","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1984","1984","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1985","1985","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1986","1986","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1987","1987","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1988","1988","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1989","1989","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1990","1990","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1991","1991","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1992","1992","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1993","1993","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1994","1994","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1995","1995","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1996","1996","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1997","1997","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1998","1998","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","1999","1999","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2000","2000","tonnes","8600","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2001","2001","tonnes","5000","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2002","2002","tonnes","6100","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2003","2003","tonnes","3508","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2004","2004","tonnes","3262","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2005","2005","tonnes","3064","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2006","2006","tonnes","5306","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2007","2007","tonnes","12767","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2008","2008","tonnes","17911","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2009","2009","tonnes","23024","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2010","2010","tonnes","26070","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2011","2011","tonnes","8907","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2012","2012","tonnes","3731","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2013","2013","tonnes","40895","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2014","2014","tonnes","7009","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2015","2015","tonnes","2618","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2016","2016","tonnes","1890","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","116","Potatoes","2017","2017","tonnes","4903","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","118","Potatoes, frozen","2014","2014","tonnes","1460","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","118","Potatoes, frozen","2015","2015","tonnes","645","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","118","Potatoes, frozen","2016","2016","tonnes","469","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","118","Potatoes, frozen","2017","2017","tonnes","255","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","118","Potatoes, frozen","2014","2014","tonnes","1","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","118","Potatoes, frozen","2015","2015","tonnes","5","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","118","Potatoes, frozen","2016","2016","tonnes","3","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","118","Potatoes, frozen","2017","2017","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","394","Pumpkins, squash and gourds","2014","2014","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","394","Pumpkins, squash and gourds","2015","2015","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","394","Pumpkins, squash and gourds","2016","2016","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","754","Pyrethrum, dried","2014","2014","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","754","Pyrethrum, dried","2015","2015","tonnes","2","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","754","Pyrethrum, dried","2016","2016","tonnes","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","754","Pyrethrum, dried","2017","2017","tonnes","5","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","523","Quinces","2017","2017","tonnes","19","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","92","Quinoa","2016","2016","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","92","Quinoa","2017","2017","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","561","Raisins","2014","2014","tonnes","948","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","561","Raisins","2015","2015","tonnes","55","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","561","Raisins","2016","2016","tonnes","504","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","561","Raisins","2017","2017","tonnes","34","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1961","1961","tonnes","18900","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1962","1962","tonnes","24854","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1963","1963","tonnes","19204","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1964","1964","tonnes","12023","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1965","1965","tonnes","18668","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1966","1966","tonnes","30530","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1967","1967","tonnes","34240","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1968","1968","tonnes","27647","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1969","1969","tonnes","23863","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1970","1970","tonnes","30653","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1971","1971","tonnes","26616","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1972","1972","tonnes","35167","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1973","1973","tonnes","38606","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1974","1974","tonnes","42106","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1975","1975","tonnes","36353","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1976","1976","tonnes","54851","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1977","1977","tonnes","58616","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1978","1978","tonnes","62568","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1979","1979","tonnes","78166","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1980","1980","tonnes","67562","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1981","1981","tonnes","85738","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1982","1982","tonnes","75574","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1983","1983","tonnes","90571","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1984","1984","tonnes","64625","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1985","1985","tonnes","51213","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1986","1986","tonnes","77123","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1987","1987","tonnes","58172","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1988","1988","tonnes","49269","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1989","1989","tonnes","58738","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1990","1990","tonnes","45165","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1991","1991","tonnes","28035","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1992","1992","tonnes","28000","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1993","1993","tonnes","25000","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1994","1994","tonnes","23000","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1995","1995","tonnes","20000","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1996","1996","tonnes","20000","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1997","1997","tonnes","20000","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1998","1998","tonnes","20000","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","1999","1999","tonnes","20000","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2000","2000","tonnes","22400","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2001","2001","tonnes","14400","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2002","2002","tonnes","21447","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2003","2003","tonnes","29941","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2004","2004","tonnes","21494","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2005","2005","tonnes","18128","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2006","2006","tonnes","28035","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2007","2007","tonnes","18262","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2008","2008","tonnes","27128","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2009","2009","tonnes","32814","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2010","2010","tonnes","24071","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2011","2011","tonnes","28406","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2012","2012","tonnes","20627","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2013","2013","tonnes","18929","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2014","2014","tonnes","35956","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2015","2015","tonnes","26767","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2016","2016","tonnes","19172","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","561","Raisins","2017","2017","tonnes","24976","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","270","Rapeseed","2014","2014","tonnes","26","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","270","Rapeseed","2015","2015","tonnes","340","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","270","Rapeseed","2016","2016","tonnes","5","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","270","Rapeseed","2017","2017","tonnes","680","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1961","1961","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1962","1962","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1963","1963","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1964","1964","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1965","1965","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1966","1966","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1967","1967","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1968","1968","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1969","1969","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1970","1970","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1971","1971","tonnes","3000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1972","1972","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1973","1973","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1974","1974","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1975","1975","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1976","1976","tonnes","10","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1977","1977","tonnes","2000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1978","1978","tonnes","3000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1979","1979","tonnes","11000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1980","1980","tonnes","13500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1981","1981","tonnes","18000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1982","1982","tonnes","2000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1983","1983","tonnes","10000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1984","1984","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1985","1985","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1986","1986","tonnes","3412","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1987","1987","tonnes","4539","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1988","1988","tonnes","1254","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1989","1989","tonnes","4456","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1990","1990","tonnes","5000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1991","1991","tonnes","1000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1992","1992","tonnes","76000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1993","1993","tonnes","45000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1994","1994","tonnes","60000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1995","1995","tonnes","90000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1996","1996","tonnes","56400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1997","1997","tonnes","91000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1998","1998","tonnes","78000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1999","1999","tonnes","106000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2000","2000","tonnes","220000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2001","2001","tonnes","272000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2002","2002","tonnes","218000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2003","2003","tonnes","205500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2004","2004","tonnes","143716","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2005","2005","tonnes","156074","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2006","2006","tonnes","223828","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2007","2007","tonnes","125963","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2008","2008","tonnes","124625","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2009","2009","tonnes","29246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2010","2010","tonnes","40404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2011","2011","tonnes","73439","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2012","2012","tonnes","124624","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2013","2013","tonnes","99587","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2014","2014","tonnes","201764","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2015","2015","tonnes","339207","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2016","2016","tonnes","330891","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2017","2017","tonnes","436277","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2014","2014","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2015","2015","tonnes","67","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","30","Rice - total  (Rice milled equivalent)","2016","2016","tonnes","122","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","32","Rice, broken","2014","2014","tonnes","95676","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","32","Rice, broken","2015","2015","tonnes","238208","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","32","Rice, broken","2016","2016","tonnes","172585","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","32","Rice, broken","2017","2017","tonnes","158465","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","32","Rice, broken","2016","2016","tonnes","80","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","28","Rice, husked","2014","2014","tonnes","21","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","28","Rice, husked","2015","2015","tonnes","3","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","28","Rice, husked","2016","2016","tonnes","16","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","28","Rice, husked","2017","2017","tonnes","91","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","31","Rice, milled","2014","2014","tonnes","105603","R","Estimated data using trading partners database"
